contract_no,supplier,description,begin_date,end_date,max_amount
0000000000000000000004394,TEXAS FACILITIES COMMISSION,TFC 25-035-000 Capital Complex,3/6/2025,5/1/2027,"$347,388.00"
0000000000000000000004545,TEXAS FACILITIES COMMISSION,Laredo Mechanical System Servi,6/2/2025,8/31/2029,"$900,000.00"
0000000000000000000001995,TEXAS FACILITIES COMMISSION,TFC 21-075 PM&ConstructionSvs,8/26/2021,8/31/2029,"$3,292,638.47"
0000000000000000000002511,TEXAS FACILITIES COMMISSION,IAC-TFC K-9 Kennel Facility,8/31/2022,8/31/2028,"$3,730,000.00"
0000000000000000000003000,TEXAS FACILITIES COMMISSION,2022ST05000 State1X Generator,5/3/2023,12/31/2026,"$4,054,537.00"
0000000000000000000003206,TEXAS FACILITIES COMMISSION,TFC Contract 22-176-000,7/27/2023,12/31/2026,"$4,054,537.00"
405-18-P024477,TEXAS FACILITIES COMMISSION,DM 84 TFC 18-150-000,8/21/2018,8/31/2027,"$7,254,070.86"
0000000000000000000003204,TEXAS FACILITIES COMMISSION,TFC Contract 23-050-000,7/27/2023,8/31/2028,"$8,700,000.00"
0000000000000000000005512,TEXAS FACILITIES COMMISSION,ICC TFC Brenham DL Office,3/26/2026,8/31/2030,"$8,750,000.00"
0000000000000000000000576,TEXAS FACILITIES COMMISSION,20190202000 Garland CL TFC,8/28/2019,8/31/2029,"$14,370,000.00"
0000000000000000000001993,TEXAS FACILITIES COMMISSION,TFC 21-067 Multi Renovations,8/26/2021,8/31/2027,"$14,786,481.88"
0000000000000000000001998,TEXAS FACILITIES COMMISSION,TFC 21-078 PM&ConstSvcs,8/26/2021,8/31/2028,"$16,661,841.22"
0000000000000000000003590,TEXAS FACILITIES COMMISSION,WILCO TRAIN DESIGN CONSTRUCTIO,12/11/2023,8/31/2028,"$388,058,962.00"
0000000000000000000004780,TEXAS FILTER SERVICE INC,Lubbock HVAC Filter Contract,9/1/2025,8/31/2030,"$102,632.68"
0000000000000000000003035,TEXAS FILTER SERVICE INC,Region 1 HVAC Filters,9/1/2023,8/31/2028,"$226,651.00"
405-16-P003515,TEXAS GENERAL LAND OFFICE,Gas Consumption GLO,9/1/2009,8/31/2027,"$3,492,000.00"
4/09/2026,0000000000000000000005097 TEXAS MILITARY DEPARTMENT,FY26-27 Drawbridge Contract,9/1/2025,8/31/2027,"$11,422,000.00"
0000000000000000000004028,TEXAS MOUNTAIN CATTLE COMPANY LLC,Chinati Peak Land Lease,9/1/2024,8/31/2029,"$137,500.00"
405-18-P016126,TEXAS PARKS & WILDLIFE DEPARTMENT,Road Maintenance Elephant Mtn.,8/24/2017,8/31/2027,"$200,000.00"
0000000000000000000004647,TEXAS STATE LIBRARY,FY26-28 - TSLAC Scanning,9/1/2025,8/31/2030,"$200,000.00"
0000000000000000000000382,THE ARCHANA ACHARYA 2015 TRUST,TFC Lease-Gatesville 20654,5/29/2019,6/30/2029,"$459,614.40"
0000000000000000000004175,THE BODE TECHNOLOGY GROUP INC,Forensic DNA Testing,10/25/2024,8/31/2027,"$716,667.00"
0000000000000000000004594,THE BODE TECHNOLOGY GROUP INC,CLD CO Bode Kits,4/22/2025,8/31/2026,"$1,632,000.00"
0000000000000000000005227,THE PEAVEY CORPORATION,Vapor Lock Bags  - Blanket,10/17/2025,8/31/2030,"$1,025,000.00"
0000000000000000000004429,THE SANBORN MAP COMPANY INC,GIS Contract,10/28/2025,10/27/2030,"$707,069.36"
0000000000000000000004961,THOMAS GALLAWAY CORPORATION,DATA DOMAIN MAINTENANCE,9/1/2025,8/31/2026,"$601,431.06"
0000000000000000000003365,THOMSON REUTERS,"810498,18600,618966,5225991",9/1/2023,8/31/2028,"$196,947.72"
0000000000000000000001594,THREE RIVERS ISD,Three Rivers ISD. ICC New Cont,12/10/2020,12/9/2030,"$318,617.00"
0000000000000000000004124,THUNDERCAT TECHNOLOGY LLC,Shadow Dragon Bundle,9/1/2024,8/31/2029,"$7,309,258.59"
0000000000000000000004662,THYSSENKRUPP ELEVATOR,R2 Elevator Maintenance,9/1/2025,8/31/2030,"$103,139.40"
000000000000000000001871A TIME WARNER CABLE TEXAS LLC,Blanket for Spectrum Field,,8/10/2021,8/31/2099,"$516,034.67"
000000000000000000001870A TIME WARNER CABLE TEXAS LLC,Spectrum Blanket HQ,,8/10/2021,8/31/2099,"$850,000.00"
0000000000000000000005153,TK TACTICAL FIREARMS,AFR_Ballistic Vests (All Co),8/28/2025,8/31/2026,"$257,400.00"
00000000000000000002311A,TOILETS TO GO LLC,Livingston Portable Restroom,11/4/2024,4/30/2026,"$153,900.00"
405-13-31801,TOTAL ENERGY INVESTMENTS LLC,Bldg Lease - Pearland 20038,7/1/2004,7/31/2027,"$1,214,695.00"
0000000000000000000001875,TRAJEN FLIGHT SUPPORT,DPS Hangar Lease - El Paso,10/1/2021,8/31/2026,"$248,857.24"
0000000000000000000005254,TRANE US INC,Corpus Christi Chillers,10/21/2025,8/31/2026,"$102,150.00"
0000000000000000000002460,TRAPWIRE INC,TxSARNet Contract,9/1/2022,8/31/2026,"$6,420,061.08"
0000000000000000000003508,TRAVIS COX PLUMBING COMPANY LLC,HQ PLUMBING BLANKET CONTRACT,11/6/2023,8/31/2027,"$900,000.00"
0000000000000000000003289,TRIBALCO LLC,DO NOT USE THIS CONTRACT,8/15/2023,9/30/2034,"$6,378,546.15"
0000000000000000000005472,TRIBALCO LLC,Motorola Video Blanket,3/6/2026,3/10/2031,"$35,000,000.00"
0000000000000000000005353,"TRIMBUILT CONSTRUCTION, INC",Building U 2nd FL CLD Reno,12/4/2025,8/31/2026,"$903,730.00"
0000000000000000000004596,TRM LABS INC,HQ TRM FORENSICS,4/21/2025,4/21/2027,"$100,815.00"
0000000000000000000000295,TY HARRISS,Port Lavaca Lease,2/27/2019,2/28/2034,"$1,278,000.00"
0000000000000000000005369,UNION DEVELOPMENT CORP,Together We Learn,12/11/2025,8/31/2027,"$2,000,000.00"
0000000000000000000005576,UNITED DATA TECHNOLOGIES INC,SR# 3528586 - DLD 1121 Refresh,3/27/2026,3/27/2029,"$163,556.36"
405-11-06599,UNITED STATES DEPARTMENT OF HOMELAND SEC,SAVE - DHS,5/24/2011,8/31/2026,"$50,000,000.00"
0000000000000000000005208,UNITED TACTICAL SYSTEMS LLC,GSA PepperBall Blanket,10/6/2025,8/31/2030,"$5,000,000.00"
0000000000000000000004703,UNIVERSITY OF TEXAS AT AUSTIN,ICC for Conference Services,6/26/2025,6/25/2029,"$800,000.00"
0000000000000000000004190,UNT HEALTH SCIENCE CENTER,UNT HSC Missing Persons Databa,9/1/2025,8/31/2027,"$1,650,000.00"
405-12-20552,UTOPIA VILLAGES LP,Building Lease - Austin 20256,4/1/2011,3/31/2028,"$2,722,872.95"
0000000000000000000005235,V GROUP INC.,25R0025998-StaffAug-BA-3,10/10/2025,8/31/2026,"$196,420.00"
405-17-P009134,VALUEBANK,Aransas Pass Bdg Lease 20461,1/23/2015,6/30/2030,"$748,229.00"
0000000000000000000001921,VANTAGE VENTURES LTD,TFC Lease 20685 Eagle Pass,4/1/2022,3/31/2032,"$8,523,318.11"
405-17-P014800,VANTAGE VENTURES LTD,Edinburg Building Lease 20563,6/28/2017,10/31/2027,"$15,683,364.30"
0000000000000000000005489,VCLOUD TECH INC,GrayKey License - Premier Bund,2/24/2026,9/28/2027,"$161,904.20"
0000000000000000000002739,VERICLEAN SERVICES CORPORATION,Midland DL Janitorial,12/1/2022,8/31/2026,"$269,775.00"
4/09/2026,0000000000000000000002454 VERIZON WIRELESS,Verizon Mobile Service/Equipme,9/1/2022,8/31/2027,"$57,143,736.00"
0000000000000000000001837,VERSATERM PUBLIC SAFETY INC,CAD/RMS Solution,8/31/2021,8/30/2026,"$18,413,789.00"
0000000000000000000002323,VERSATERM PUBLIC SAFETY US INC,JusticeTrax SMS Annuals Svcs,5/1/2022,8/31/2026,"$1,343,461.67"
0000000000000000000004637,VERTOSOFT LLC,Tricentis Professional Service,5/1/2025,4/30/2026,"$290,479.65"
0000000000000000000005499,VISIONARY INTEGRATION PROFESSIONALS LLC,DPS Travel Automation FY26-29,3/21/2026,3/20/2029,"$331,501.80"
0000000000000000000004704,VOLUBLE SYSTEMS LLC,Java/VB Software Developer,5/21/2025,8/31/2026,"$379,176.52"
IOD202205241224,WALKER COUNTY TEXAS,Huntsville Walker County ICC,7/13/2022,7/12/2032,"$120,000.00"
0000000000000000000004215,WASTE CONNECTIONS LONE STAR INC,Austin HQ Waste Disposal,11/15/2024,11/15/2029,"$395,449.52"
0000000000000000000003773,WAUKESHA-PEARCE INDUSTRIES LLC,HQ Generators,4/17/2024,4/30/2029,"$800,000.00"
0000000000000000000002383,WCD ENTERPRISES LLC,Lubbock Lawn Services,6/13/2022,8/31/2026,"$157,470.00"
0000000000000000000005518,WESCAM INC,MX-Series Maint. and Warr.,3/25/2026,3/26/2031,"$4,000,000.00"
0000000000000000000002746,WILBUR L. ANDERSON INC.  WESTERN TOWERS,Communications Tower Maintenan,12/13/2022,12/12/2026,"$637,540.64"
0000000000000000000004224,WILBUR L. ANDERSON INC.  WESTERN TOWERS,Statewide Tower Replacement,12/17/2024,8/31/2029,"$17,500,000.00"
0000000000000000000005005,WORKQUEST,FY26-30 Laredo BSIF Lawn,9/1/2025,8/31/2030,"$100,805.22"
0000000000000000000002564,WORKQUEST,R2 Spring DLD Janitorial,9/1/2022,8/31/2026,"$102,016.92"
0000000000000000000005259,WORKQUEST,10.23.25_Strion Rech Flashligh,10/24/2025,8/31/2026,"$102,660.00"
0000000000000000000004861,WORKQUEST,SEGUIN AO JANITORIAL,9/1/2025,8/31/2030,"$110,271.48"
0000000000000000000003376,WORKQUEST,Janitorial Services - Paris,9/1/2023,8/31/2028,"$111,504.00"
0000000000000000000004292,WORKQUEST,Temple DL Janitorial,1/1/2025,8/31/2028,"$112,070.64"
0000000000000000000004140,WORKQUEST,Reg3 Hebbronville Janitorial,9/1/2024,8/31/2029,"$114,080.64"
0000000000000000000004005,WORKQUEST,R6 Austin Lawn,9/1/2024,8/31/2029,"$114,459.26"
0000000000000000000004466,WORKQUEST,FY26 SOLICT La Joya Janitorial,9/1/2025,8/31/2030,"$116,148.00"
0000000000000000000004090,WORKQUEST,New Braunfels Janitorial,9/1/2024,8/31/2026,"$118,185.32"
0000000000000000000002484,WORKQUEST,Grand Prairie Jan Svcs,8/9/2022,8/31/2026,"$125,056.32"
0000000000000000000003219,WORKQUEST,Janitorial Laredo CommCollege,9/1/2023,8/31/2028,"$126,173.40"
0000000000000000000004689,WORKQUEST,FY26-30 Harlingen Janitorial,9/1/2025,8/31/2030,"$127,687.83"
0000000000000000000003288,WORKQUEST,Rosenburg jan,8/25/2023,8/31/2028,"$138,990.24"
0000000000000000000005377,WORKQUEST,Taylor Janitorial Services,12/10/2025,8/31/2030,"$158,587.44"
0000000000000000000004058,WORKQUEST,Eagle Pass Janit 24-29,9/1/2024,8/31/2029,"$183,329.28"
0000000000000000000003310,WORKQUEST,FY24 RioGrande AO Jan SOLICT,9/1/2023,8/31/2028,"$200,570.16"
0000000000000000000004711,WORKQUEST,R3 Laredo BSIF Janitorial,9/1/2025,8/31/2030,"$203,260.60"
0000000000000000000002597,WORKQUEST,R2 Regional HQ Lawn,9/7/2022,8/31/2026,"$214,510.00"
0000000000000000000004661,WORKQUEST,Angleton DL JanSvcs FY26-FY30,9/1/2025,8/31/2030,"$215,788.80"
0000000000000000000003999,WORKQUEST,Columbus Janitorial 2024-2029,9/1/2024,8/31/2029,"$216,082.08"
0000000000000000000002556,WORKQUEST,Austin NW Janitorial,9/1/2022,8/31/2026,"$220,433.70"
0000000000000000000003440,WORKQUEST,R6 Austin N Janitorial Service,8/31/2023,8/31/2028,"$237,739.50"
0000000000000000000001586,WORKQUEST,Denton Janitorial (New DL),7/19/2021,5/31/2027,"$256,200.00"
0000000000000000000003821,WORKQUEST,New FY24 Plano DL Janitorial,4/16/2024,8/31/2028,"$270,674.84"
0000000000000000000002457,WORKQUEST,Corpus Christi Janitorial,9/1/2022,8/31/2026,"$277,984.00"
0000000000000000000002442,WORKQUEST,Amarillo Janitorial,7/22/2022,8/31/2026,"$289,886.64"
0000000000000000000003305,WORKQUEST,SVA Freight and Shipping,8/11/2023,8/31/2026,"$300,000.00"
4/09/2026,0000000000000000000003416 WORKQUEST,FY24 Gessner Janitorial (DL),9/1/2023,8/31/2028,"$315,456.00"
0000000000000000000003274,WORKQUEST,HOUSTON MEGA CENTER JANITORIAL,8/7/2023,8/31/2028,"$358,200.00"
0000000000000000000004489,WORKQUEST,Houston SE MC Janitorial,9/1/2025,8/31/2030,"$359,274.48"
0000000000000000000004527,WORKQUEST,FY26SOLICT Ft Worth Mega Janit,9/1/2025,8/31/2030,"$370,147.92"
0000000000000000000004914,WORKQUEST,Georgetown Janitorial Services,9/1/2025,8/31/2030,"$374,600.28"
0000000000000000000005001,WORKQUEST,FY26-30 Leon Valley Janitorial,9/1/2025,8/31/2030,"$413,823.96"
0000000000000000000002585,WORKQUEST,Carrolton Janitorial Services,8/31/2022,8/31/2026,"$433,079.00"
0000000000000000000004825,WORKQUEST,Edinburg Janitorial Services,9/1/2025,8/31/2030,"$448,313.38"
0000000000000000000002662,WORKQUEST,Pflugerville DL Janitorial,10/18/2022,8/31/2026,"$467,101.53"
0000000000000000000001587,WORKQUEST,STATEWIDE TEMPORARY JANITORIAL,7/7/2021,8/31/2031,"$481,436.72"
0000000000000000000004657,WORKQUEST,Garland Mega Janitorial Servic,5/5/2025,8/31/2029,"$509,594.32"
0000000000000000000004581,WORKQUEST,FY26 R3 SOLICT Weslaco HQ Jan,4/16/2025,8/31/2030,"$535,830.38"
0000000000000000000004077,WORKQUEST,DLD SOLIT Staff Aug Reg 6,9/1/2024,11/30/2026,"$5,616,610.44"
0000000000000000000003146,WORKQUEST,CRD Temp Staffing -962-S3,7/10/2023,11/30/2026,"$6,000,000.00"
0000000000000000000002995,WORKQUEST,DLD-Temp Staff Aug PP,5/2/2023,11/30/2026,"$6,257,087.69"
0000000000000000000003647,WORLDWIDE ENT INC DBA JAMES ENTERPRISE,Odessa AO Janitorial,1/12/2024,8/31/2028,"$120,000.00"
000000000000000000004688A WYNNDALE LLC,Office Lease Garland DL Center,,6/1/2025,8/31/2034,"$17,555,554.80"
0000000000000000000003410,XEROX CORPORATION,Xerox Ididese,8/29/2023,8/31/2028,"$488,692.20"
0000000000000000000005337,XEROX CORPORATION,Xerox Iridesse Press Lease,12/1/2025,8/31/2030,"$530,418.91"
0000000000000000000002573,XEROX CORPORATION,Xerox Nuvera 288,9/1/2022,8/31/2027,"$802,890.60"
0000000000000000000002877,XEROX CORPORATION,Nuvera Production Printers,3/10/2023,4/10/2028,"$1,141,381.20"
0000000000000000000002242,XEROX CORPORATION,HQ/Regions DM Solution,7/1/2022,8/31/2027,"$10,000,000.00"
0000000000000000000004630,Z BAR SUPPLY COMPANY LLC,HQ - Steiner Rifle Sight,4/28/2025,4/27/2026,"$331,500.00"
